GPS,Date ,"Time in 
(24 hours)","Time out
(24 hours) ",Weather ,Crew Leader (name) ,POI,General Location,Species Code,"Point Area (m²) or
 Line Depth (m)",PolygonLine ID,Direction from trail ,Distribution Code,"Does this cherry laurel or holly plant have a DBH of 20cm+? 
",Holly Berries present?,Proximity to stream or wetland,Vegetation layer ,Native Herb Layer %,Comment,Date entered by (name),POINT_X,POINT_Y,POINT_Z,Data entered into MV database
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2640,Cleveland,EH,2,,N,2,,Unknown,10m+,Mixed,6-25%,,Joseph Yang,-123.218,49.25592,98.1302,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2641,Cleveland,EH,0.5,,N,1,,Unknown,10m+,Herb,1-5%,,Joseph Yang,-123.218,49.25576,98.743,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2642,Cleveland,EI,6,,N,8,,N/A,10m+,Mixed,1-5%,,Joseph Yang,-123.218,49.25577,98.6659,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2643,Cleveland,EH,2,,N,3,,Unknown,10m+,Mixed,6-25%,,Joseph Yang,-123.218,49.25576,99.3589,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2644,Cleveland,EH,4,,N,3,,Unknown,10m+,Tree,6-25%,,Joseph Yang,-123.218,49.25579,99.1623,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2645,Cleveland,EI,0.5,,N,1,,N/A,10m+,Mixed,1-5%,,Joseph Yang,-123.218,49.25579,98.6489,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2646,Cleveland,EI,0.5,,E,3,,N/A,10m+,Herb,6-25%,,Joseph Yang,-123.218,49.25564,98.2846,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2647,Cleveland,EI,0.5,,N,1,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.218,49.25555,98.7857,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2648,Cleveland,EH,1.5,,N,2,,Unknown,10m+,Shrub,1-5%,,Joseph Yang,-123.218,49.25555,98.1828,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2649,Cleveland,EH,0.5,,N,1,,Unknown,10m+,Herb,1-5%,,Joseph Yang,-123.218,49.25562,98.0302,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2650,Cleveland,EH,1,,N,2,,Unknown,10m+,Shrub,76-100%,,Joseph Yang,-123.218,49.25565,97.6545,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2651,Cleveland,EH,2,,N,2,,Unknown,10m+,Shrub,26-50%,,Joseph Yang,-123.218,49.25543,96.7659,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2652,Cleveland,EI,4,,N,5,,N/A,10m+,Mixed,6-25%,,Joseph Yang,-123.218,49.25534,95.9461,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2653,Cleveland,EI,5,,N,6,,N/A,10m+,Mixed,6-25%,,Joseph Yang,-123.218,49.25531,95.0663,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2654,Cleveland,EH,1,,E,2,,Unknown,10m+,Shrub,1-5%,,Joseph Yang,-123.218,49.25534,94.8536,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2655,Admiralty,EH,0.5,,E,1,,Unknown,10m+,Herb,1-5%,,Joseph Yang,-123.218,49.25507,94.3258,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2656,Cleveland,EH,2,,E,2,,Unknown,10m+,Mixed,6-25%,,Joseph Yang,-123.218,49.25509,94.0117,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2657,Cleveland,EH,2,,SW,2,,Unknown,10m+,Mixed,6-25%,,Joseph Yang,-123.218,49.25524,94.3241,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2658,Cleveland,LC,0.5,,SW,1,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.218,49.2552,94.8335,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2659,Cleveland,EH,1.5,,SE,6,,Unknown,10m+,Shrub,6-25%,,Joseph Yang,-123.218,49.25526,96.1406,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2660,Cleveland,EH,0.5,,SW,1,,Unknown,10m+,Herb,1-5%,,Joseph Yang,-123.218,49.25529,95.6982,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2661,Cleveland,HB,0.5,,SW,1,,N/A,10m+,Shrub,1-5%,,Joseph Yang,-123.219,49.25535,95.91,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2662,Cleveland,EI,0.5,,SW,1,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.219,49.25549,94.8353,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2663,Cleveland,EH,1,,SW,2,,Unknown,10m+,Shrub,6-25%,,Joseph Yang,-123.219,49.25556,93.3771,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2664,Cleveland,EI,5,,SW,2,,N/A,10m+,Shrub,76-100%,,Joseph Yang,-123.219,49.25557,93.6065,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2665,Cleveland,EI,1,,SW,2,,N/A,10m+,Mixed,1-5%,,Joseph Yang,-123.219,49.2557,93.0847,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2666,Cleveland,EI,1,,SW,1,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.219,49.2557,93.4028,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2667,Cleveland,EH,1,,W,2,,Unknown,10m+,Mixed,6-25%,,Joseph Yang,-123.219,49.25579,92.4148,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2668,Cleveland,EH,0.5,,W,1,,Unknown,10m+,Shrub,26-50%,,Joseph Yang,-123.219,49.25586,91.7845,
,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2669,Cleveland,LC,0.5,,W,1,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.219,49.25588,90.594,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2672,Sherry Sakamoto,EH,2,L1-1,S,4,,Unknown,10m+,Tree,26-50%,Two large cedar,Joseph Yang,-123.215,49.25818,90.9917,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2673,Sherry Sakamoto,EH,2,L1-2,S,4,,Unknown,10m+,Tree,26-50%,,Joseph Yang,-123.215,49.25825,92.0503,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2674,Sherry Sakamoto,EH,0.5,,S,1,,Unknown,10m+,Herb,1-5%,,Joseph Yang,-123.215,49.25811,90.4439,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2676,Sherry Sakamoto,HB,0.9,,S,4,,Unknown,10m+,Herb,26-50%,,Joseph Yang,-123.215,49.25815,89.9704,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2677,Sherry Sakamoto,EH,0.5,,S,2,,Unknown,10m+,Herb,1-5%,,Joseph Yang,-123.214,49.25815,88.5021,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2679,Sherry Sakamoto,EH,0.5,,S,3,,Unknown,10m+,Herb,1-5%,,Joseph Yang,-123.214,49.25811,86.889,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2680,Sherry Sakamoto,EH,0.5,,S,1,,Unknown,10m+,Herb,1-5%,,Joseph Yang,-123.215,49.25805,87.1316,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2681,Sherry Sakamoto,HB,0.5,,S,1,,N/A,10m+,Herb,6-25%,,Joseph Yang,-123.214,49.25815,87.4061,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2682,Sherry Sakamoto,HB,2.5,,S,7,,N/A,10m+,Herb,6-25%,,Joseph Yang,-123.214,49.25825,84.8536,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2683,Sherry Sakamoto,EI,5,,S,9,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.214,49.25829,87.422,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2684,Sherry Sakamoto,EH,1,,S,1,,Unknown,10m+,Shrub,1-5%,,Joseph Yang,-123.214,49.2583,90.5513,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2685,Sherry Sakamoto,EH,1,,S,1,,Unknown,10m+,Shrub,26-50%,,Joseph Yang,-123.214,49.25835,92.8764,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2686,Sherry Sakamoto,EH,0.5,,S,1,,Unknown,10m+,Herb,1-5%,,Joseph Yang,-123.214,49.25829,93.9376,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2687,Sherry Sakamoto,EI,0.5,,S,3,,N/A,10m+,Herb,6-25%,,Joseph Yang,-123.214,49.25834,95.6871,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2688,Sherry Sakamoto,EH,3.5,,S,4,,Unknown,10m+,Mixed,26-50%,Trees and shrubs,Joseph Yang,-123.214,49.25826,97.7793,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2689,Sherry Sakamoto,EI,1.25,,S,1,,N/A,10m+,Herb,51-75%,,Joseph Yang,-123.214,49.25824,97.7297,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2690,Sherry Sakamoto,EI,0.7,L2-1,S,8,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.214,49.2582,94.7343,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2691,Sherry Sakamoto,EI,0.7,L2-2,S,8,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.214,49.25823,94.4672,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2692,Sherry Sakamoto,EI,1,,S,2,,N/A,10m+,Herb,76-100%,,Joseph Yang,-123.214,49.25829,93.78,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2693,Sherry Sakamoto,EI,0.9,,S,3,,N/A,10m+,Herb,51-75%,,Joseph Yang,-123.214,49.25821,94.6581,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2694,Sherry Sakamoto,EI,3.2,,S,2,,N/A,10m+,Herb,26-50%,,Joseph Yang,-123.213,49.25817,94.0661,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2695,Sherry Sakamoto,EI,9,,S,8,,N/A,10m+,Herb,6-25%,Ivy goes up trees for 8m,Joseph Yang,-123.213,49.25806,92.4614,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2696,Sherry Sakamoto,EH,1,,S,3,,Unknown,10m+,,1-5%,,Joseph Yang,-123.213,49.25827,93.191,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2697,Sherry Sakamoto,EI,1.9,,S,2,,N/A,10m+,Herb,51-75%,,Joseph Yang,-123.213,49.25819,93.5349,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2698,Sherry Sakamoto,EH,2,,S,1,,Unknown,10m+,Tree,1-5%,,Joseph Yang,-123.213,49.25816,93.7157,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2699,Sherry Sakamoto,EH,0.5,,S,1,,F,10m+,Shrub,6-25%,,Joseph Yang,-123.213,49.25821,93.5397,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2700,Sherry Sakamoto,EI,1.5,,S,3,,N/A,10m+,Shrub,1-5%,,Joseph Yang,-123.213,49.25823,94.1491,
,21/10/2017,9:30:00,12:30:00,Rain,Joseph Yang,2701,Sherry Sakamoto,EH,3,,S,2,,Unknown,10m+,Herb,6-25%,,Joseph Yang,-123.213,49.25816,96.4171,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2703,Top,EI,5,,E,8,,N/A,10m+,Herb,26-50%,,Joseph Yang,-123.212,49.2581,91.3611,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2704,Top,CP,6,L1-1,E,9,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.212,49.25801,88.7674,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2705,Top,CP,6,L1-2,NE,9,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.212,49.25775,88.078,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2706,Top,EI,0.5,,NE,1,,N/A,10m+,Herb,1-5%,,Joseph Yang,-123.211,49.25779,96.2288,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2707,Top,EI,3.5,,NE,4,,N/A,10m+,Mixed,76-100%,Growing up a tree,Joseph Yang,-123.211,49.25776,97.9285,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2708,Top,EH,1,,E,2,,Unknown,10m+,Herb,26-50%,,Joseph Yang,-123.211,49.2578,98.435,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2709,Top,EI,2.5,,E,5,,N/A,10m+,Mixed,26-50%,Goes way up on the tree,Joseph Yang,-123.211,49.25769,98.8013,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2710,Top,LC,0.5,,NE,1,,N/A,10m+,Shrub,26-50%,,Joseph Yang,-123.211,49.25755,99.8096,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2711,Top,EH,3,,NE,4,,Unknown,10m+,Shrub,6-25%,,Joseph Yang,-123.21,49.25739,100.6367,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2712,Top,EH,0.5,,NE,1,,Unknown,10m+,Shrub,6-25%,,Joseph Yang,-123.21,49.25741,100.6994,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2713,Top,EH,1,,NE,2,,Unknown,10m+,Herb,26-50%,,Joseph Yang,-123.21,49.25722,101.6978,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2714,Top,CB,0.5,,N,1,,N/A,10m+,Shrub,76-100%,,Joseph Yang,-123.209,49.25698,98.3206,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2715,Top,EH,0.5,,NE,1,,Unknown,10m+,Shrub,76-100%,,Joseph Yang,-123.209,49.25668,98.6613,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2716,Top,EH,0.5,,NE,1,,Unknown,10m+,Tree,76-100%,,Joseph Yang,-123.208,49.25619,99.4822,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2717,Top,EI,1.5,,N,3,,N/A,10m+,Herb,76-100%,,Joseph Yang,-123.208,49.25606,99.566,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2718,Top,EH,0.5,,N,1,,Unknown,10m+,Shrub,76-100%,,Joseph Yang,-123.208,49.25609,99.3935,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2719,Top,EH,2,,N,3,,F,10m+,Tree,76-100%,,Joseph Yang,-123.208,49.25594,100.6868,
,28/10/2017,9:30:00,12:30:00,Clear,Wendy Thompson,2720,Top,EH,2,,NE,1,,Unknown,10m+,Tree,76-100%,A SUPER TALL TREE,Joseph Yang,-123.208,49.25588,100.9617,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2604,Cleveland,EH,0.5,,E,2,,Unknown,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2605,Cleveland,EH,2,,NE,6,,Unknown,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2606,Cleveland,EH,3,,NE,6,,Unknown,10m+,Mixed,76-100%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2612,Cleveland,EH,2,,E,3,,Unknown,10m+,Mixed,26-50%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2613,Cleveland,EH,2,,E,4,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2614,Cleveland,EH,1,,E,3,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2615,Cleveland,LC,1.5,,E,1,,N/A,10m+,Tree,26-50%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2616,Cleveland,EH,1,,E,2,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2617,Cleveland,EI,6,,NE,8,,N/A,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2618,Cleveland,EH,0.5,,NE,2,,Unknown,10m+,Herb,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2619,Cleveland,EH,1,,NE,4,,Unknown,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2620,Cleveland,EH,0.1,,NE,1,,Unknown,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2621,Cleveland,EH,0.1,,NE,1,,Unknown,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2622,Cleveland,EH,0.5,,NE,4,,Unknown,10m+,Herb,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2623,Cleveland,EH,0.5,,NE,1,,Unknown,10m+,Herb,76-100%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2624,Cleveland,EI,0.5,,NE,2,,Unknown,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2625,Cleveland,EH,0,,NE,1,,Unknown,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2626,Cleveland,EI,3,,NE,8,,Unknown,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2627,Cleveland,EI,2,,NE,2,,Unknown,10m+,Shrub,26-50%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2628,Cleveland,EI,1,,E,4,,N/A,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2629,Cleveland,EH,3,,NE,1,,N/A,10m+,Tree,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2630,Cleveland,EI,0,,NE,1,,N/A,10m+,Herb,26-50%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2631,Admiralty,EH,2,,NE,2,,N/A,10m+,Tree,51-75%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2632,Cleveland,EH,3,,NE,2,,N/A,10m+,Shrub,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2623,Cleveland,EH,0,,N,1,,Unknown,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2635,Cleveland,EH,2,,NE,3,,N/A,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2636,Cleveland,EH,5,,N,4,,Unknown,10m+,Tree,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,3637,Cleveland,LC,1,,N,1,,N/A,10m+,Tree,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2838,Cleveland,EI,3,,N,7,,Unknown,10m+,Herb,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2639,Cleveland,EI,3,,N,3,,Unknown,10m+,Mixed,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2640,Cleveland,EH,2,,N,2,,N/A,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2641,Cleveland,EH,0,,N,1,,N/A,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2642,Cleveland,EI,6,,N,8,,,10m+,Mixed,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2643,Cleveland,EH,2,,N,3,,N/A,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2644,Cleveland,EH,4,,N,3,,N/A,10m+,Tree,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2645,Cleveland,EI,0,,N,1,,N/A,10m+,Mixed,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2646,Cleveland,EI,0,,N,1,,N/A,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2647,Cleveland,EH,1.5,,N,2,,N/A,10m+,Shrub,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2648,Cleveland,EH,0,,N,1,,N/A,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2649,Cleveland,EH,1,,N,2,,N/A,10m+,Shrub,76-100%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2650,Cleveland,EH,2,,N,2,,,10m+,Shrub,26-50%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2651,Cleveland,EI,4,,N,5,,N/A,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2652,Cleveland,EI,5,,N,6,,,,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2653,Cleveland,EH,1,,E,2,,N/A,10m+,Shrub,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2645,Cleveland,EI,0.5,,E,3,,,10m+,Herb,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2655,Admiralty,EH,0,,E,1,,N/A,,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2656,Cleveland,EH,2,,E,2,,,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2657,Cleveland,EH,2,,SW,2,,N/A,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2658,Cleveland,LC,,,SW,1,,,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2659,Cleveland,EH,1.5,,SE,6,,N/A,10m+,Shrub,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2660,Cleveland,EH,0,,SW,1,,N/A,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2661,Cleveland,HB,0.5,,SW,1,,N/A,10m+,Shrub,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2662,Cleveland,EI,0,,SW,1,,,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2663,Cleveland,EH,1,,SW,2,,N/A,10m+,Shrub,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2664,Cleveland,EI,5,,SW,2,,N/A,10m+,Shrub,76-100%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2665,Cleveland,EI,1,,SW,2,,N/A,10m+,Mixed,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2666,Cleveland,EI,1,,SW,1,,N/A,10m+,Herb,1-5%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2667,Cleveland,EH,1,,W,2,,,10m+,Mixed,6-25%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2668,Cleveland,EH,0.5,,W,1,,,10m+,Shrub,26-50%,,Ada Li,,,,
1,14/10/2017,9:30:00,12:30:00,Overcast,Doug Crocker,2669,Cleveland,LC,0,,W,1,,N/A,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2097,Imperial,EH,5,,E,6,,N/A,10m+,Mixed,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2098,Imperial,HB,,P1-1,E,8,,,10m+,Shrub,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2099,Imperial,HB,,P1-2,E,8,,,10m+,Shrub,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2100,Imperial,HB,,P1-3,E,8,,,10m+,Shrub,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2101,Imperial,HB,,P1-4,E,8,,,10m+,Shrub,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2102,Imperial,HB,,P1-5,E,8,,,10m+,Shrub,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2103,Imperial,LC,0.5,,E,1,,,10m+,Shrub,6-25%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2104,Imperial,EH,2,,E,5,,Unknown,10m+,Tree,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2105,Imperial,HB,15,L1-1,E,9,,,10m+,Shrub,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2106,Imperial,HB,15,L1-2,NE,9,,,10m+,Shrub,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2107,Imperial,EH,1,,NE,1,,Unknown,10m+,Tree,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2109,Imperial,EI,5,,NE,5,,,10m+,Herb,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2110,Imperial,LC,0.5,,NE,1,,,10m+,Shrub,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2111,Imperial,HB,2,L2-1,E,8,,,10m+,Shrub,1-5%,,Ada Li,,,,
2,21/10/17,9:30:00,12:30:00,Rain,Joseph Yang,2112,Imperial,HB,2,L2-2,E,8,,,10m+,Shrub,1-5%,,Ada Li,,,,
